Emisi Budidaya Padi,Emisi Tanah Organik Yang Dikeringkan (Co2),Emisi Pembuatan Pestisida,Emisi Transportasi Makanan,Emisi Ritel Makanan,Emisi Penggunaan Listrik Di Pertanian,Emisi Kemasan Makanan,Emisi Sistem Agrifood Pembuangan Limbah,Emisi Pengolahan Makanan,Emisi Manufaktur Pupuk,Emisi Pupuk Kandang Di Padang Rumput,Emisi Kebakaran Di Tanah Organik,Populasi Pedesaan,Populasi Perkotaan,Total Populasi - Pria,Total Populasi - Wanita,Emisi Total,Peningkatan Suhu Rata - Rata ° C,Tahun,lat,lon
1746.1055110615655,0.0,11.481084565896976,9.7377,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,2148.251692850715,0.0,94788.0,95310.0,95551.0,100058.0,6609.377693359601,0.60025,2007,-12.823048,45.1520755
1746.1055110615655,0.0,11.481084565896976,10.7301,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,2148.251692850715,0.0,98570.0,97709.0,98016.0,102969.0,6610.510293359601,0.4019166666666667,2008,-12.823048,45.1520755
1746.1055110615655,0.0,11.481084565896976,11.0127,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,2148.251692850715,0.0,102532.0,99971.0,100445.0,105894.0,6611.362293359601,0.75825,2009,-12.823048,45.1520755
1746.1055110615655,0.0,11.481084565896976,10.8008,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,2148.251692850715,0.0,106542.0,102176.0,102929.0,108856.0,6611.449593359601,0.8828333333333332,2010,-12.823048,45.1520755
2433.6219749472543,0.0,11.481084565896976,10.2528,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,2148.251692850715,0.0,110597.0,104326.0,105507.0,111874.0,7281.99365724529,0.73775,2011,-12.823048,45.1520755
1746.1055110615655,0.0,11.481084565896976,10.5682,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,2148.251692850715,0.0,114701.0,106421.0,108480.0,115093.0,6595.582293359601,0.5904166666666667,2012,-12.823048,45.1520755
1746.1055110615655,0.0,11.481084565896976,10.8836,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,2148.251692850715,0.0,118870.0,108481.0,111972.0,119007.0,6596.7933933596005,0.4778333333333333,2013,-12.823048,45.1520755
1746.1055110615655,0.0,11.481084565896976,11.199,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,2148.251692850715,0.0,123044.0,110594.0,115832.0,123882.0,6598.1863933596005,0.7140833333333333,2014,-12.823048,45.1520755
338.8042,0.0,638.0,9502.8496,2500.3202,3715.6916,3105.2778,43875.5592,4757.4103,4.1208,16686.4249,0.0,24396091.0,60961783.0,40210868.0,41509560.0,163466.56460000004,0.3930833333333333,1990,19.4326296,-99.1331785
272.549,0.0,552.0,10135.0187,3025.2838,3736.4386,3134.5185,43356.1271,4928.4998,4.2024,16586.8715,0.0,24540635.0,62530877.0,40987927.0,42363669.0,165224.7301,0.2686666666666666,1991,19.4326296,-99.1331785
290.646,0.0,463.0,10192.6465,2818.6644,3110.5363,3190.4795,42677.8631,5074.3495,4.2169,16286.8145,0.0,24686090.0,64142220.0,41768175.0,43224989.0,167045.4749,0.1235833333333333,1992,19.4326296,-99.1331785
189.4535,0.0,554.0,10590.2608,2805.876,3293.3083,3289.1671,41985.6798,4621.2442,32.8426,16821.6714,0.0,24825966.0,65774486.99999999,42556060.0,44092387.0,171130.8648,0.3308333333333333,1993,19.4326296,-99.1331785
282.2115,0.0,498.0,11048.3781,3114.249,3961.4042,3623.0058,41154.9359,4465.0483,17.8427,16737.1971,0.0,24948375.0,67400772.0,43350041.0,44964382.0,181275.5584,0.7441666666666666,1994,19.4326296,-99.1331785
252.1343,0.0,499.0,10147.5024,2936.9089,3673.4926,2920.7485,40292.9706,4617.511,67.6145,16574.3411,0.0,25046599.0,68998980.0,44138340.0,45831232.0,185390.7951,0.7585833333333333,1995,19.4326296,-99.1331785
278.9392,0.0,403.0,10452.6042,2966.4908,4212.7811,3625.6217,40738.4717,4414.3216,118.6984,16128.6265,0.0,25194471.0,70492981.0,44906205.0,46680349.0,191583.871,0.5680833333333334,1996,19.4326296,-99.1331785
364.8087,0.0,317.0,10918.369,3162.2795,4453.6635,3731.1357,41775.8278,4539.3678,171.713,16298.1669,0.0,25362769.0,71918970.0,45665366.0,47517728.0,201331.80640000003,0.3865,1997,19.4326296,-99.1331785
326.4545,0.0,325.0,11175.7734,2818.1205,4744.9278,3249.1132,42685.3192,5135.5938,225.0173,16380.6733,0.0,25510018.0,73311438.0,46420593.0,48346692.0,219389.9224,0.8328333333333333,1998,19.4326296,-99.1331785
265.4548,0.0,298.0,11437.9134,2907.1652,4645.6932,3204.4179,43443.4812,4828.9676,281.369,16079.9749,0.0,25635525.0,74665054.0,47168279.0,49166531.0,213990.75610000003,0.5823333333333333,1999,19.4326296,-99.1331785
270.2314,0.0,414.0,11956.4495,3416.1112,4688.4707,3241.4829,44311.0514,4078.9148,333.0128,16163.6408,0.0,25712262.0,76007411.0,47900060.0,49973382.0,219340.5336,0.65775,2000,19.4326296,-99.1331785
171.1089,0.0,262.0,12248.7992,3692.8921,4375.5731,2984.1454,45076.1216,4167.0833,387.4743,16249.8976,0.0,25720596.0,77346472.0,48635540.0,50758748.0,123504.5792,0.5630833333333333,2001,19.4326296,-99.1331785
162.189,0.0,21.0,12510.2412,3962.6108,4187.4601,2791.5426,45531.5373,4044.1783,321.4954,16632.6359,0.0,25708164.0,78647444.0,49386357.0,51530724.0,130078.15299999998,0.7207500000000001,2002,19.4326296,-99.1331785
192.864,0.0,147.0,13266.8479,3834.3436,4139.381,2635.269,45963.2104,4122.2737,269.2456,16695.7879,0.0,25689517.0,79950936.0,50132595.0,52296746.0,141778.4771,0.8710833333333333,2003,19.4326296,-99.1331785
200.5786,0.0,114.0,14010.8973,4267.3214,3761.3403,2476.3132,45972.2554,4128.0863,379.7007,16633.4817,0.0,25682103.0,81313480.0,50881240.0,53064573.0,141323.96910000002,0.3874166666666667,2004,19.4326296,-99.1331785
184.7605,0.0,675.0,14862.1087,4608.0337,4352.9691,2668.9411,45799.6987,3649.7132,348.3821,16586.1111,0.0,25698905.0,82773323.0,51619299.0,53823103.0,154898.96860000002,0.8626666666666667,2005,19.4326296,-99.1331785
226.5188,0.0,641.0,15694.6372,4747.48,4185.9817,2614.5695,47364.4942,3367.7081,288.4612,16719.1037,0.0,25744268.0,84348110.0,52329698.0,54557092.0,164261.60199999998,0.8656666666666667,2006,19.4326296,-99.1331785
228.0585,0.0,925.0,16541.0407,3466.2135,4064.3382,3650.3697,55078.312,3326.1163,328.0351,16831.0891,0.0,25812028.0,86024318.0,53024314.0,55278659.0,178120.26630000002,0.59175,2007,19.4326296,-99.1331785
161.6393,0.0,1169.0,17245.9581,3831.7626,3929.6358,3333.3708,58348.6665,2814.0395,370.7351,17014.3474,0.0,25890431.0,87771378.0,53699298.0,55985191.0,188381.56550000003,0.5441666666666667,2008,19.4326296,-99.1331785
174.3169,0.0,1203.0,16909.7434,4428.5784,4772.2644,2586.2204,59814.8931,2540.9481,466.4212,17259.9299,0.0,25966026.0,89539202.0,54363696.0,56685733.0,198082.3914,0.97625,2009,19.4326296,-99.1331785
134.1948,0.0,1228.0,17265.2413,4915.03,4333.5561,2482.7732,56235.7583,2440.6843,439.1945,17406.2692,0.0,26026826.0,91292115.0,55086407.0,57445993.0,209418.4599,0.3286666666666666,2010,19.4326296,-99.1331785
109.4085,0.0,1255.0,17404.0317,5198.9901,5351.5517,2479.663,57600.2408,2282.3149,895.5145,17538.2481,0.0,26068110.0,93021907.0,55882073.0,58268408.0,286821.18850000005,0.9916666666666668,2011,19.4326296,-99.1331785
102.2018,0.0,1240.0,17513.2897,5590.5674,5436.1417,2641.3392,57739.1484,2543.816,552.9792,17135.0857,0.0,26092527.0,94735780.0,56674115.0,59081795.0,287378.5457,1.0839166666666666,2012,19.4326296,-99.1331785
106.5156,0.0,1145.0,17345.3566,5965.286,5018.6626,2433.824,57776.5695,2815.0154,2543.9409,17337.3932,0.0,26100980.0,96434989.0,57427865.0,59862821.0,291167.46199999994,0.7371666666666666,2013,19.4326296,-99.1331785
130.6396,0.0,996.0,17423.9157,6215.9542,4669.054,2268.7146,58542.6184,2532.2128,2389.4205,17563.7693,0.0,26095704.0,98125896.0,58145362.0,60610526.0,291939.0351,0.9469166666666666,2014,19.4326296,-99.1331785
558.22502907781,0.0,24.01977321723169,184.52227376512667,366.5821941402951,643.5802312699008,956.1571324837028,3.6213,1772.9790851565883,2695.411971205725,2313.955884333105,0.0,73357.0,25442.0,50917.0,49510.0,9489.934874649489,-0.0561666666666666,1991,8.6062347,151.832744331612
1229.2056517069866,0.0,11.481084565896976,6.0614,4.0088,1.1497,172.1797793227163,3.7246,451.19629118273247,2651.511025339933,2313.955884333105,0.0,75364.0,26049.0,52223.0,50670.0,6829.87651645137,0.0718333333333333,1992,8.6062347,151.832744331612
1229.2056517069866,0.0,11.481084565896976,6.4255,4.0055,1.488,172.1797793227163,3.8248,451.19629118273247,2651.511025339933,2313.955884333105,0.0,77306.0,26628.0,53918.0,52112.0,6830.86861645137,-0.1674166666666666,1993,8.6062347,151.832744331612
1229.2056517069866,0.0,11.481084565896976,6.7896,3.9318,1.5865,172.1797793227163,3.9112,451.19629118273247,2651.511025339933,2313.955884333105,0.0,78955.0,27102.0,55407.0,53436.0,6830.72981645137,0.0836666666666666,1994,8.6062347,151.832744331612
0.5262,0.0,11.481084565896976,8.1542,3.6439,1.4034,128.20038881234169,3.9753,209.58772835754152,5018.361473465692,8.2713,0.0,80594.0,26962.0,56122.0,54206.0,5398.498675201473,0.0293333333333333,1995,8.6062347,151.832744331612
0.5262,0.0,11.481084565896976,8.546,4.0688,1.4735,128.20038881234169,4.0031,209.58772835754152,5018.361473465692,8.2727,0.0,81829.0,26515.0,56257.0,54529.0,5400.031675201473,0.077,1996,8.6062347,151.832744331612
0.5328,0.0,11.481084565896976,8.9006,4.1072,1.3685,128.20038881234169,4.0089,209.58772835754152,5018.361473465692,8.2731,0.0,82582.0,25920.0,56325.0,54809.0,5401.319175201472,0.0079166666666666,1997,8.6062347,151.832744331612
0.5394,0.0,11.481084565896976,9.2295,4.3497,1.4068,128.20038881234169,3.9993,209.58772835754152,5018.361473465692,8.2718,0.0,83003.0,25235.0,56334.0,55072.0,5411.197475201472,0.2005833333333333,1998,8.6062347,151.832744331612
0.546,0.0,11.481084565896976,9.5576,4.515,1.4187,128.20038881234169,3.9827,209.58772835754152,5023.357743965692,8.2718,0.0,83289.0,24527.0,56279.0,55261.0,5408.852645701473,-0.0491666666666666,1999,8.6062347,151.832744331612
0.5525,0.0,11.481084565896976,9.0799,4.8244,1.4774,128.20038881234169,3.97,209.58772835754152,5023.357743965692,8.2716,0.0,83442.0,23990.0,56309.0,55399.0,5404.646445701471,-0.0775833333333333,2000,8.6062347,151.832744331612
0.5657,0.0,11.481084565896976,8.1408,4.9298,1.4857,128.20038881234169,3.9615,209.58772835754152,5023.357743965692,8.2731,0.0,83235.0,23930.0,56446.0,55503.0,5401.712045701473,0.1025,2001,8.6062347,151.832744331612
0.5723,0.0,11.481084565896976,6.5047,5.5546,1.5075,128.20038881234169,3.9564,209.58772835754152,5023.357743965692,8.2732,0.0,83094.0,23889.0,56495.0,55496.0,5398.788245701472,0.0459166666666666,2002,8.6062347,151.832744331612
0.5788,0.0,11.481084565896976,7.5178,5.2203,1.5641,128.20038881234169,3.9527,209.58772835754152,5023.357743965692,8.2777,0.0,82964.0,23852.0,56421.0,55384.0,5400.134945701473,0.0734166666666666,2003,8.6062347,151.832744331612
0.5788,0.0,11.481084565896976,5.9488,4.8684,1.4084,128.20038881234169,3.9419,209.58772835754152,5023.357743965692,8.2767,0.0,82778.0,23799.0,56246.0,55191.0,5396.433645701473,0.1358333333333333,2004,8.6062347,151.832744331612
0.5788,0.0,11.481084565896976,5.6244,3.6789,1.0893,128.20038881234169,3.9244,209.58772835754152,5023.357743965692,8.2797,0.0,82482.0,23714.0,55995.0,54944.0,5391.802445701472,0.1388333333333333,2005,8.6062347,151.832744331612
0.5788,0.0,11.481084565896976,5.4832,3.5464,1.0875,128.20038881234169,3.8978,209.58772835754152,5023.357743965692,8.2786,0.0,82091.0,23593.0,55656.0,54645.0,5392.246745701473,0.163,2006,8.6062347,151.832744331612
0.592,0.0,11.481084565896976,6.7285,2.9291,1.0284,128.20038881234169,3.8668,209.58772835754152,5023.357743965692,8.3467,0.0,81627.0,23451.0,55253.0,54279.0,5395.803045701472,0.1093333333333333,2007,8.6062347,151.832744331612
0.5854,0.0,11.481084565896976,5.5592,2.5938,1.0439,128.20038881234169,3.8268,209.58772835754152,5023.357743965692,8.3501,0.0,81168.0,23310.0,54828.0,53877.0,5392.218845701472,-0.1389166666666666,2008,8.6062347,151.832744331612
0.592,0.0,11.481084565896976,8.9544,2.9764,1.0762,128.20038881234169,3.8131,209.58772835754152,5023.357743965692,8.9189,0.0,80772.0,23188.0,54393.0,53474.0,5399.305145701472,0.04075,2009,8.6062347,151.832744331612
0.5986,0.0,11.481084565896976,4.5465,2.8137,1.0457,128.20038881234169,3.8114,209.58772835754152,5023.357743965692,8.9179,0.0,80511.0,23105.0,54246.0,53341.0,5392.395745701473,0.225,2010,8.6062347,151.832744331612
0.6117,0.0,11.481084565896976,6.1309,2.0684,0.9052,128.20038881234169,3.8314,209.58772835754152,4087.322309501289,9.4998,0.0,80390.0,23078.0,54398.0,53489.0,4459.6900112370695,0.1169999999999999,2011,8.6062347,151.832744331612
0.592,0.0,11.481084565896976,6.9053,2.0912,0.9953,128.20038881234169,3.8696,209.58772835754152,4087.322309501289,9.5016,0.0,80397.0,23106.0,54568.0,53664.0,4461.551911237069,0.5128333333333334,2012,8.6062347,151.832744331612
0.6249,0.0,11.481084565896976,7.292,1.9658,1.0265,128.20038881234169,3.9211,209.58772835754152,4087.322309501289,9.8032,0.0,80519.0,23183.0,54755.0,53855.0,4463.61291123707,0.6030833333333333,2013,8.6062347,151.832744331612
0.6446,0.0,11.481084565896976,7.4777,1.6349,1.0848,128.20038881234169,3.9757,209.58772835754152,4087.322309501289,9.8113,0.0,80716.0,23299.0,54957.0,54067.0,4462.96461123707,0.4145833333333333,2014,8.6062347,151.832744331612
8976.562525342495,0.0,11.481084565896976,0.0657,0.0222,17.00466278502689,67.63136607385836,3.5176,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,29439.0,14435.0,15894.0,13617.31414845485,1.02675,1990,43.7323492,7.4276832
9014.795042342495,0.0,11.481084565896976,0.0051,0.0713,17.00466278502689,67.63136607385836,3.5943,0.0307,1762.765252042524,2294.30791696942,0.058149492894556,0.0,29624.0,14577.0,15987.0,13204.334274272118,0.2238333333333333,1991,43.7323492,7.4276832
8976.562525342495,0.0,11.481084565896976,0.0308,0.0385,17.00466278502689,67.63136607385836,3.6675,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,29863.0,14722.0,16073.0,13618.31994845485,0.7571666666666667,1992,43.7323492,7.4276832
8976.562525342495,0.0,11.481084565896976,0.0056,0.0461,17.00466278502689,67.63136607385836,3.7309,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,30138.0,14864.0,16160.0,13619.54704845485,0.4933333333333333,1993,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.0046,0.0959,17.00466278502689,67.63136607385836,3.7915,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,30427.0,15002.0,16251.999999999998,13651.37236805485,1.346,1994,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.0083,0.1742,17.00466278502689,67.63136607385836,3.8503,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,30691.0,15140.0,16341.000000000002,13649.706668054849,0.5776666666666667,1995,43.7323492,7.4276832
9047.650861942497,0.0,11.481084565896976,0.0165,0.2674,17.00466278502689,67.63136607385836,3.8994,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,30967.0,15284.0,16436.0,13689.057585054848,0.2273333333333333,1996,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.0272,0.3517,17.00466278502689,67.63136607385836,3.9399,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,31251.0,15436.0,16532.0,13651.632068054849,1.2968333333333335,1997,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.0398,0.5041,17.00466278502689,67.63136607385836,3.9809,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,31523.0,15595.0,16615.0,13647.11246805485,0.8224166666666667,1998,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.0555,0.6972,17.00466278502689,67.63136607385836,4.0172,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,31800.0,15727.0,16666.0,13646.230468054851,0.9510833333333334,1999,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.0691,0.9256,17.00466278502689,67.63136607385836,4.0485,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,32082.0,15791.0,16674.0,13647.40146805485,1.30425,2000,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.0855,1.1376,17.00466278502689,67.63136607385836,4.0813,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,32360.0,15791.0,16652.0,13647.508068054847,1.1074166666666667,2001,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1019,1.3696,17.00466278502689,67.63136607385836,4.1145,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,32629.0,15768.0,16617.0,13647.780268054848,1.14125,2002,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1198,1.589,17.00466278502689,67.63136607385836,4.1512,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,32933.0,15741.0,16576.0,13648.282468054853,1.614083333333333,2003,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1351,1.7751,17.00466278502689,67.63136607385836,4.1869,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,33314.0,15705.0,16532.0,13648.412068054851,0.87825,2004,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.149,1.888,17.00466278502689,67.63136607385836,4.2173,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,33793.0,15662.0,16479.0,13648.40906805485,0.5655833333333333,2005,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1611,2.1206,17.00466278502689,67.63136607385836,4.2488,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,34408.0,15604.0,16407.0,13648.93456805485,1.48575,2006,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1735,2.3275,17.00466278502689,67.63136607385836,4.285,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,35111.0,15518.0,16305.0,13650.34816805485,1.5166666666666666,2007,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1842,2.4363,17.00466278502689,67.63136607385836,4.3171,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,35853.0,15542.0,16320.0,13650.27456805485,1.0353333333333332,2008,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1876,2.4884,17.00466278502689,67.63136607385836,4.3398,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,36534.0,15813.0,16589.0,13649.027668054849,1.4668333333333334,2009,43.7323492,7.4276832
9047.650861942497,0.0,11.481084565896976,0.1873,2.5885,17.00466278502689,67.63136607385836,4.3657,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,37094.0,16207.0,16971.0,13689.860885054848,0.3593333333333333,2010,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1929,2.6733,17.00466278502689,67.63136607385836,4.3968,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,37497.0,16604.0,17341.0,13653.211568054849,1.6534166666666668,2011,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1987,2.7414,17.00466278502689,67.63136607385836,4.4224,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,37783.0,16997.0,17703.0,13651.67206805485,1.26675,2012,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.1969,2.6007,17.00466278502689,67.63136607385836,4.4535,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,37971.0,17370.0,18055.0,13654.014868054848,0.8475833333333332,2013,43.7323492,7.4276832
9009.418344942496,0.0,11.481084565896976,0.2014,2.6335,17.00466278502689,67.63136607385836,4.4824,451.19629118273247,1762.765252042524,2294.30791696942,0.058149492894556,0.0,38132.0,17716.0,18393.0,13652.47416805485,1.8305,2014,43.7323492,7.4276832
309.9402770166487,22220.9071,5.0,191.4478,149.1072,89.6093,69.90189747754022,1420.2462,471.2375553301112,398.7056220138012,2372.3023,0.0,938471.0,1245674.0,1075781.0,1085652.0,31698.077251838105,1.4320833333333336,1990,46.8250388,103.8499736
338.4860394743394,22220.9071,7.0,127.0369,293.4919,160.2055,70.52392252172368,1505.5111,485.119363989938,398.7056220138012,2475.3079,0.0,953989.0,1263929.0,1094697.0,1105380.0,32295.757847999805,0.8673333333333333,1991,46.8250388,103.8499736
324.36927040828306,22220.9071,8.0,148.6103,241.2889,162.3571,70.52392252172368,1576.2809,485.119363989938,398.7056220138012,2447.8821,0.0,966014.0,1277488.0,1112467.0,1124026.0,32172.94187893375,0.8710833333333333,1992,46.8250388,103.8499736
309.9402770166487,22219.938,8.0,130.7688,229.4445,170.5106,70.52392252172368,1639.6944,485.119363989938,398.7056220138012,2449.7013,0.0,975523.0,1287677.0,1128931.0,1141380.0,32141.440885542117,0.38,1993,46.8250388,103.8499736
309.9402770166487,22218.8176,7.0,81.6909,232.1879,135.5381,69.90189747754022,1705.743,471.2375553301112,398.7056220138012,2403.0174,0.0,984014.0,1296482.0,1144078.0,1157432.0,31970.7330518381,1.3555833333333334,1994,46.8250388,103.8499736
434.92307488237583,22232.8734,7.0,100.0584,292.9107,132.2104,69.90189747754022,1774.0051,469.1294780757396,398.7056220138012,2596.9727,0.0,992629.0,1305410.0,1158033.0,1172301.0,32539.19007244945,1.40575,1995,46.8250388,103.8499736
481.74108006279215,22259.293,6.0,111.1613,199.4249,108.0846,69.90189747754022,1827.4341,477.62662475706986,401.5901009604827,2820.8783,0.0,1001687.0,1314880.0,1170894.0,1186139.0,32860.52230325789,0.50625,1996,46.8250388,103.8499736
559.5120519294588,22300.9173,6.0,102.8759,223.9689,29.9745,67.63136607385836,1879.8766,464.294843518709,401.5901009604827,2919.8127,0.0,1011019.0,1324676.0,1182681.0,1199090.0,34577.41936248251,1.8515833333333331,1997,46.8250388,103.8499736
493.5979162773609,22333.4452,7.0,96.3139,240.5427,13.2188,67.63136607385836,1932.1085,451.19629118273247,401.5901009604827,3103.9174,0.0,1020702.0,1334888.0,1193744.0,1211405.0,33688.82097449443,2.1806666666666668,1998,46.8250388,103.8499736
544.1200724277869,22361.7848,6.0,102.1447,218.2733,13.641,67.63136607385836,1980.8898,451.19629118273247,401.5901009604827,3255.4595,0.0,1030697.0,1345465.0,1204825.0,1223662.0,33360.139130644864,1.7369166666666669,1999,46.8250388,103.8499736
1971.0269535053608,22376.6065,6.0,120.3147,250.7341,17.1331,67.63136607385836,2024.2133,451.19629118273247,401.5901009604827,3336.6888,0.0,1027711.0,1369725.0,1216362.0,1234617.0,35442.16201172244,0.8306666666666667,2000,46.8250388,103.8499736
1206.9886416645584,22345.8514,5.0,123.083,199.8638,18.7749,69.90189747754022,2070.0319,469.1294780757396,401.5901009604827,2930.9724,0.0,1010938.0,1408838.0,1228209.0,1244391.0,32919.15501817832,1.39975,2001,46.8250388,103.8499736
301.5258779639108,22347.0427,7.0,129.5566,230.9278,31.4835,67.63136607385836,2112.9016,353.8882225277859,398.7056220138012,2449.374,0.0,994464.0,1449195.0,1239950.0,1254668.0,31641.60248857936,1.7904166666666663,2002,46.8250388,103.8499736
301.5258779639108,22357.6506,6.0,121.9958,273.0333,24.132,67.63136607385836,2154.4931,362.3226960171753,398.7056220138012,2315.4043,0.0,978385.0,1490901.0,1251264.0,1265190.0,31858.44926206876,0.7103333333333333,2003,46.8250388,103.8499736
301.5258779639108,22417.013,5.0,145.1295,253.7734,23.7978,67.63136607385836,2196.934,264.1535322226389,398.7056220138012,2352.3047,0.0,962707.0,1534125.0,1262236.0,1275713.0,31594.16819827421,1.8535,2004,46.8250388,103.8499736
301.5258779639108,22429.566,7.0,127.7959,310.8086,33.3565,106.7673007417294,2237.4879,500.3346606755511,398.7056220138012,2745.7148,0.0,947564.0,1578882.0,1273074.0,1286180.0,32461.690861395,0.6429166666666667,2005,46.8250388,103.8499736
309.9402770166487,22450.1128,6.0,142.5753,322.0876,26.3162,67.63136607385836,2296.6686,458.1390029941344,398.7056220138012,3102.0644,0.0,932771.0,1625241.0,1284280.0,1296962.0,33012.00146809844,1.57175,2006,46.8250388,103.8499736
309.9402770166487,22478.4183,7.0,176.1279,273.9997,31.1663,321.4727376660248,2341.1888,790.563402134988,398.7056220138012,3554.0255,0.0,918387.0,1673283.0,1296789.0,1308854.0,34647.56443883147,2.695583333333333,2007,46.8250388,103.8499736
309.9402770166487,22471.5581,6.0,188.3818,264.8609,35.7226,70.52392252172368,2386.5548,489.2488610196467,398.7056220138012,3790.1693,0.0,904588.0,1723543.0,1311312.0,1322575.0,33885.55648257182,1.7341666666666666,2008,46.8250388,103.8499736
338.4860394743394,22493.11,6.0,172.4049,339.3607,35.3742,332.0050344301202,2430.8411,1233.8125063241032,398.7056220138012,3843.7272,0.0,891731.0,1776558.0,1328168.0,1338545.0,35139.730002242366,1.143333333333333,2009,46.8250388,103.8499736
319.6808008834602,22499.7921,6.0,170.719,388.7251,41.4349,332.0050344301202,2445.282,1221.4326035375425,398.7056220138012,2929.1282,0.0,879794.0,1832856.0,1346373.0,1356147.0,33953.86876086492,0.46125,2010,46.8250388,103.8499736
319.6808008834602,22559.8439,6.0,205.7277,435.9204,42.7557,332.0050344301202,2505.5094,1233.8125063241032,398.7056220138012,3245.0721,0.0,884714.0,1876802.0,1366548.0,1377389.0,34467.55686365148,0.6240833333333333,2011,46.8250388,103.8499736
435.0243925484354,22579.0106,7.0,238.9611,513.7216,47.9671,332.0050344301202,2550.1146,1233.8125063241032,398.7056220138012,3627.0729,0.0,899714.0,1914512.0,1389613.0,1402736.0,35516.71565531647,0.0921666666666666,2012,46.8250388,103.8499736
2503.7894957884214,22595.1502,7.0,244.3679,565.1129,67.4451,332.0050344301202,2572.2343,1451.088827857207,398.7056220138012,4010.8935,0.0,915345.0,1953762.0,1415077.0,1430076.0,37931.09108008954,1.5094166666666666,2013,46.8250388,103.8499736
1473.931281382382,22599.8991,7.0,254.2533,580.4466,83.9186,332.0050344301202,2605.7633,1522.0364392120566,406.0699036298262,4618.2899,0.0,930872.0,1993024.0,1443209.0,1459613.0,38186.06435865438,1.7210833333333333,2014,46.8250388,103.8499736
246.40727646443952,34.8934,0.0,62.3874,40.3532,11.7127,95.7147,139.0163,11.9281,2210.0975110932354,43.7863,0.0,229817.0,388015.0,307082.0,325462.0,-501.757012442324,0.5354166666666668,2006,-29.6826112,-51.4687455
